0.png,-0.039811157
1.png,-0.035458192
2.png,-0.03157276
3.png,-0.02810647
4.png,-0.025015391
5.png,-0.02225997
6.png,-0.019804595
7.png,-0.017617255
8.png,-0.015669256
9.png,-0.013934816
10.png,-0.012390918
11.png,-0.01101689
12.png,-0.009794276
13.png,-0.008706578
14.png,-0.007739051
15.png,-0.006878546
16.png,-0.006179562
17.png,-0.007703957
18.png,-0.011665262
19.png,-0.017771056
20.png,-0.026224582
21.png,-0.03653714
22.png,-0.04836335
23.png,-0.06148373
24.png,-0.07573721
25.png,-0.09143556
26.png,-0.10273719
27.png,-0.10913071
28.png,-0.11182147
29.png,-0.111396514
30.png,-0.107808724
31.png,-0.10168527
32.png,-0.093515195
33.png,-0.08363109
34.png,-0.071827784
35.png,-0.058497455
36.png,-0.04972755
37.png,-0.04371796
38.png,-0.038772922
39.png,-0.03447602
40.png,-0.030673552
41.png,-0.027291335
42.png,-0.024279106
43.png,-0.021596016
44.png,-0.019206548
45.png,-0.017079065
46.png,-0.015185311
47.png,-0.013500007
48.png,-0.012000516
49.png,-0.010666594
50.png,-0.009480161
51.png,-0.008425065
52.png,-0.007486894
53.png,-0.006652791
54.png,-0.005911297
55.png,-0.005252192
56.png,-0.004666377
57.png,-0.004145739
58.png,-0.003682336
59.png,-0.003264668
60.png,-0.00288232
61.png,-0.002530067
62.png,-0.002209344
63.png,-0.001846981
64.png,0.000189693
65.png,0.005953593
66.png,0.014910501
67.png,0.02548615
68.png,0.034525458
69.png,0.040400967
70.png,0.04248314
71.png,0.041610774
72.png,0.03775118
73.png,0.031413533
74.png,0.025461733
75.png,0.020398434
76.png,0.016028753
77.png,0.012304737
78.png,0.009187148
79.png,0.006635443
80.png,0.004599047
81.png,0.003019545
82.png,0.001834154
83.png,0.000978791
84.png,0.000390238
85.png,1.14E-05
86.png,-0.000209627
87.png,-0.000317128
88.png,-0.000347816
89.png,-0.000330833
90.png,-0.000288236
91.png,-0.00019685
92.png,0.001205056
93.png,0.004385861
94.png,0.009620934
95.png,0.016752455
96.png,0.025302174
97.png,0.03497842
98.png,0.04528117
99.png,0.05576179
100.png,0.066127755
101.png,0.07306659
102.png,0.075071156
103.png,0.07269383
104.png,0.2668022
105.png,0.2583292
106.png,0.24146037
107.png,0.2102993
108.png,-0.030638805
109.png,-0.07662815
110.png,-0.11281958
111.png,-0.12418518
112.png,-0.115765065
113.png,-0.09419286
114.png,-0.066460766
115.png,-0.03801875
116.png,-0.013438731
117.png,0.004180085
118.png,0.013265602
119.png,0.013493612
120.png,0.006100948
121.png,-0.006853027
122.png,-0.022934299
123.png,-0.039929546
124.png,-0.05615705
125.png,-0.070466846
126.png,-0.08219846
127.png,-0.48821303
128.png,-0.48719412
129.png,-0.4731567
130.png,-0.4397332
131.png,-0.391394
132.png,-0.33365077
133.png,0.12949416
134.png,0.19530806
135.png,0.25756943
136.png,0.2958077
137.png,0.2990277
138.png,0.4694054
139.png,0.41552466
140.png,0.34689316
141.png,0.2711989
142.png,0.19452758
143.png,0.120124176
144.png,0.04992743
145.png,-0.014226779
146.png,-0.07118438
147.png,-0.32034808
148.png,-0.35958838
149.png,-0.38202724
150.png,-0.37004775
151.png,-0.31974176
152.png,-0.6415037
153.png,-0.5530796
154.png,-0.46354064
155.png,-0.37623024
156.png,-0.2926909
157.png,-0.20899972
158.png,0.2750249
159.png,0.3583385
160.png,0.4438318
161.png,0.5261656
162.png,0.5869862
163.png,0.6048456
164.png,-0.000231171
165.png,-0.000232043
166.png,-0.000232043
167.png,-0.000232043
168.png,-0.000232043
169.png,-0.000232043
170.png,-0.000232043
171.png,-0.000232043
172.png,-0.000232043
173.png,-0.000231607
174.png,-0.000227465
175.png,-0.000227356
176.png,-0.000228446
177.png,-0.000229536
178.png,-0.00023128
179.png,-0.000232152
180.png,-0.000232152
181.png,-0.000233024
182.png,-0.00023237
183.png,-0.000232915
184.png,-0.000232697
185.png,-0.000232806
186.png,-0.000232806
187.png,-0.000232806
188.png,-0.000232806
189.png,-0.000232806
190.png,-0.000232806
191.png,-0.000232806
192.png,-0.000232806
193.png,-0.000232806
194.png,-0.000232806
195.png,-0.000232806
196.png,-0.000232806
197.png,-0.000232806
198.png,-0.000232806
199.png,-0.000232806
200.png,-0.000232806
201.png,-0.000230626
202.png,5.23E-05
203.png,-0.00325361
204.png,-0.006288583
205.png,-0.006456648
206.png,-0.006150273
207.png,-0.00572706
208.png,-0.005208479
209.png,-0.002854266
210.png,0.001193237
211.png,0.007150596
212.png,0.014501845
213.png,0.02350115
214.png,0.2341108
215.png,0.24619915
216.png,0.24998868
217.png,0.24917014
218.png,0.24964872
219.png,0.25221667
220.png,0.2570488
221.png,0.2635438
222.png,0.27201855
223.png,0.28124303
224.png,0.2836221
225.png,0.27807322
226.png,0.26781616
227.png,0.25401175
228.png,0.23737368
229.png,0.21908309
230.png,0.19971935
231.png,0.1797977
232.png,0.15980312
233.png,0.13998751
234.png,-0.07949229
235.png,-0.09854867
236.png,-0.10581131
237.png,-0.101638354
238.png,-0.09661538
239.png,-0.08747678
240.png,-0.07601929
241.png,-0.06515514
242.png,-0.055585153
243.png,-0.047384642
244.png,-0.040409196
245.png,-0.0345047
246.png,-0.029520417
247.png,-0.025310298
248.png,-0.02174421
249.png,-0.018715123
250.png,-0.016122328
251.png,-0.013876888
252.png,-0.011907087
253.png,-0.01015407
254.png,-0.008571516
255.png,-0.007171522
256.png,-0.005963462
257.png,-0.004938834
258.png,-0.004080745
259.png,-0.003359658
260.png,-0.002751923
261.png,-0.002268655
262.png,-0.001884678
263.png,-0.001572527
264.png,-0.001314545
265.png,-0.001099505
266.png,-0.000920759
267.png,-0.000772095
268.png,-0.000648608
269.png,-0.000545829
270.png,-0.000460161
271.png,-0.000388663
272.png,-0.000385502
273.png,-0.001888493
274.png,-0.005510385
275.png,-0.010787528
276.png,-0.01779796
277.png,-0.026647078
278.png,-0.0372794
279.png,-0.04962736
280.png,-0.063399725
281.png,-0.077909745
282.png,-0.093088314
283.png,-0.10847103
284.png,-0.12385319
285.png,-0.33924767
286.png,-0.34815872
287.png,-0.34368744
288.png,-0.32405755
289.png,-0.29841536
290.png,-0.2716651
291.png,-0.2460967
292.png,-0.22198671
293.png,-0.19910191
294.png,0.022817012
295.png,0.043530274
296.png,0.05265176
297.png,0.05149024
298.png,0.049518805
299.png,0.049381692
300.png,0.04590018
301.png,0.040665
302.png,0.035419572
303.png,0.030561175
304.png,0.026152365
305.png,0.022104753
306.png,0.018507604
307.png,0.015395682
308.png,0.012756675
309.png,0.010545022
310.png,0.008686175
311.png,0.007112884
312.png,0.005827005
313.png,0.004801069
314.png,0.0039711
315.png,0.003295463
316.png,0.002742658
317.png,0.002289363
318.png,0.001916504
319.png,0.001608494
320.png,0.001353673
321.png,0.001141248
322.png,0.000964791
323.png,0.000816127
324.png,0.000692313
325.png,0.000587572
326.png,0.000497873
327.png,0.000434113
328.png,0.0003976
329.png,0.000387137
330.png,0.000442069
331.png,0.000416129
332.png,0.000354549
333.png,0.000292969
334.png,0.000237165
335.png,0.000182234
336.png,0.000100381
337.png,9.81E-07
338.png,-3.30E-05
339.png,-4.21E-05
340.png,-4.27E-05
341.png,-4.10E-05
342.png,-9.62E-05
343.png,-0.001285662
344.png,-0.004062108
345.png,-0.008814349
346.png,-0.015099226
347.png,-0.022971671
348.png,-0.0319858
349.png,-0.042636108
350.png,-0.054724667
351.png,-0.26798314
352.png,-0.2818112
353.png,-0.28527027
354.png,-0.27569285
355.png,-0.25987288
356.png,-0.2411403
357.png,-0.22092286
358.png,-0.19962376
